"","V_out Last (V)","V_out Ave. (V)","V_Ref Last (V)","V_Ref Ave. (V)"
"00:00:00.420","0.964","0.964","-2.976","-2.976"
"00:00:00.430","0.965","0.965","-2.979","-2.979"
"00:00:00.440","0.965","0.965","-2.977","-2.977"
"00:00:00.450","0.965","0.965","-2.973","-2.973"
"00:00:00.460","0.964","0.964","-2.974","-2.974"
"00:00:00.470","0.962","0.962","-2.977","-2.977"
"00:00:00.480","0.963","0.963","-2.976","-2.976"
"00:00:00.490","0.963","0.963","-2.975","-2.975"
"00:00:00.500","0.965","0.965","-2.976","-2.976"
"00:00:00.510","0.966","0.966","-2.968","-2.968"
"00:00:00.520","0.963","0.963","-2.980","-2.980"
"00:00:00.530","0.964","0.964","-2.972","-2.972"
"00:00:00.540","0.963","0.963","-2.977","-2.977"
"00:00:00.550","0.963","0.963","-2.979","-2.979"
"00:00:00.560","0.964","0.964","-2.974","-2.974"
"00:00:00.570","0.964","0.964","-2.977","-2.977"
"00:00:00.580","0.964","0.964","-2.977","-2.977"
"00:00:00.590","0.963","0.963","-2.977","-2.977"
"00:00:00.600","0.964","0.964","-2.977","-2.977"
"00:00:00.610","0.965","0.965","-2.975","-2.975"
"00:00:00.620","0.962","0.962","-2.975","-2.975"
"00:00:00.630","0.963","0.963","-2.977","-2.977"
"00:00:00.640","0.965","0.965","-2.980","-2.980"
"00:00:00.650","0.965","0.965","-2.985","-2.985"
"00:00:00.660","0.964","0.964","-2.975","-2.975"
"00:00:00.670","0.965","0.965","-2.978","-2.978"
"00:00:00.680","0.964","0.964","-2.974","-2.974"
"00:00:00.690","0.964","0.964","-2.972","-2.972"
"00:00:00.700","0.964","0.964","-2.976","-2.976"
"00:00:00.710","0.964","0.964","-2.975","-2.975"
"00:00:00.720","0.964","0.964","-2.972","-2.972"
"00:00:00.730","0.965","0.965","-2.976","-2.976"
"00:00:00.740","0.964","0.964","-2.972","-2.972"
"00:00:00.750","0.964","0.964","-2.970","-2.970"
"00:00:00.760","0.966","0.966","-2.977","-2.977"
"00:00:00.770","0.965","0.965","-2.975","-2.975"
"00:00:00.780","0.964","0.964","-2.973","-2.973"
"00:00:00.790","0.964","0.964","-2.977","-2.977"
"00:00:00.800","0.964","0.964","-2.977","-2.977"
"00:00:00.810","0.965","0.965","-2.968","-2.968"
"00:00:00.820","0.965","0.965","-2.978","-2.978"
"00:00:00.830","0.963","0.963","-2.978","-2.978"
"00:00:00.840","0.962","0.962","-2.981","-2.981"
"00:00:00.850","0.964","0.964","-2.973","-2.973"
"00:00:00.860","0.963","0.963","-2.976","-2.976"
"00:00:00.870","0.964","0.964","-2.975","-2.975"
"00:00:00.880","0.964","0.964","-2.977","-2.977"
"00:00:00.890","0.964","0.964","-2.977","-2.977"
"00:00:00.900","0.964","0.964","-2.976","-2.976"
"00:00:00.910","0.963","0.963","-2.976","-2.976"
"00:00:00.920","0.964","0.964","-2.977","-2.977"
"00:00:00.930","0.965","0.965","-2.959","-2.959"
"00:00:00.940","0.962","0.962","-2.977","-2.977"
"00:00:00.950","0.963","0.963","-2.980","-2.980"
"00:00:00.960","0.963","0.963","-2.977","-2.977"
"00:00:00.970","0.963","0.963","-2.976","-2.976"
"00:00:00.980","0.963","0.963","-2.973","-2.973"
"00:00:00.990","0.963","0.963","-2.975","-2.975"
"00:00:01.000","0.963","0.963","-2.976","-2.976"
"00:00:01.010","0.965","0.965","-2.977","-2.977"
"00:00:01.020","0.963","0.963","-2.975","-2.975"
"00:00:01.030","0.963","0.963","-2.972","-2.972"
"00:00:01.040","0.965","0.965","-2.975","-2.975"
"00:00:01.050","0.964","0.964","-2.970","-2.970"
"00:00:01.060","0.965","0.965","-2.976","-2.976"
"00:00:01.070","0.964","0.964","-2.980","-2.980"
"00:00:01.080","0.964","0.964","-2.978","-2.978"
"00:00:01.090","0.961","0.961","-2.974","-2.974"
"00:00:01.100","0.964","0.964","-2.980","-2.980"
"00:00:01.110","0.964","0.964","-2.978","-2.978"
"00:00:01.120","0.963","0.963","-2.980","-2.980"
"00:00:01.130","0.964","0.964","-2.976","-2.976"
"00:00:01.140","0.964","0.964","-2.970","-2.970"
"00:00:01.150","0.963","0.963","-2.979","-2.979"
"00:00:01.160","0.961","0.961","-2.975","-2.975"
"00:00:01.170","0.963","0.963","-2.976","-2.976"
"00:00:01.180","0.964","0.964","-2.978","-2.978"
"00:00:01.190","0.963","0.963","-2.976","-2.976"
"00:00:01.200","0.963","0.963","-2.978","-2.978"
"00:00:01.210","0.963","0.963","-2.974","-2.974"
"00:00:01.220","0.962","0.962","-2.995","-2.995"
"00:00:01.230","0.964","0.964","-2.975","-2.975"
"00:00:01.240","0.964","0.964","-2.979","-2.979"
"00:00:01.250","0.964","0.964","-2.981","-2.981"
"00:00:01.260","0.962","0.962","-2.979","-2.979"
"00:00:01.270","0.963","0.963","-2.975","-2.975"
"00:00:01.280","0.964","0.964","-2.976","-2.976"
"00:00:01.290","0.964","0.964","-2.975","-2.975"
"00:00:01.300","0.963","0.963","-2.978","-2.978"
"00:00:01.310","0.963","0.963","-2.975","-2.975"
"00:00:01.320","0.962","0.962","-2.975","-2.975"
"00:00:01.330","0.964","0.964","-2.976","-2.976"
"00:00:01.340","0.962","0.962","-2.976","-2.976"
"00:00:01.350","0.965","0.965","-2.971","-2.971"
"00:00:01.360","0.964","0.964","-2.979","-2.979"
"00:00:01.370","0.963","0.963","-2.975","-2.975"
"00:00:01.380","0.965","0.965","-2.969","-2.969"
"00:00:01.390","0.962","0.962","-2.979","-2.979"
"00:00:01.400","0.963","0.963","-2.974","-2.974"
"00:00:01.410","0.962","0.962","-2.978","-2.978"
"00:00:01.420","0.963","0.963","-2.976","-2.976"
"00:00:01.430","0.964","0.964","-2.971","-2.971"
"00:00:01.440","0.963","0.963","-2.981","-2.981"
"00:00:01.450","0.965","0.965","-2.976","-2.976"
"00:00:01.460","0.965","0.965","-2.972","-2.972"
"00:00:01.470","0.963","0.963","-2.976","-2.976"
"00:00:01.480","0.964","0.964","-2.979","-2.979"
"00:00:01.490","0.964","0.964","-2.975","-2.975"
"00:00:01.500","0.963","0.963","-2.971","-2.971"
"00:00:01.510","0.962","0.962","-2.979","-2.979"
"00:00:01.520","0.962","0.962","-2.976","-2.976"
"00:00:01.530","0.962","0.962","-2.981","-2.981"
"00:00:01.540","0.963","0.963","-2.977","-2.977"
"00:00:01.550","0.962","0.962","-2.978","-2.978"
"00:00:01.560","0.962","0.962","-2.976","-2.976"
"00:00:01.570","0.964","0.964","-2.978","-2.978"
"00:00:01.580","0.965","0.965","-2.958","-2.958"
"00:00:01.590","0.963","0.963","-2.975","-2.975"
"00:00:01.600","0.963","0.963","-2.976","-2.976"
"00:00:01.610","0.964","0.964","-2.977","-2.977"
"00:00:01.620","0.965","0.965","-2.976","-2.976"
"00:00:01.630","0.964","0.964","-2.975","-2.975"
"00:00:01.640","0.963","0.963","-2.976","-2.976"
"00:00:01.650","0.964","0.964","-2.979","-2.979"
"00:00:01.660","0.963","0.963","-2.976","-2.976"
"00:00:01.670","0.965","0.965","-2.978","-2.978"
"00:00:01.680","0.964","0.964","-2.973","-2.973"
"00:00:01.690","0.962","0.962","-2.980","-2.980"
"00:00:01.700","0.961","0.961","-2.980","-2.980"
"00:00:01.710","0.965","0.965","-2.976","-2.976"
"00:00:01.720","0.965","0.965","-2.972","-2.972"
"00:00:01.730","0.964","0.964","-2.971","-2.971"
"00:00:01.740","0.962","0.962","-2.977","-2.977"
"00:00:01.750","0.965","0.965","-2.971","-2.971"
"00:00:01.760","0.963","0.963","-2.975","-2.975"
"00:00:01.770","0.962","0.962","-2.971","-2.971"
"00:00:01.780","0.965","0.965","-2.971","-2.971"
"00:00:01.790","0.963","0.963","-2.975","-2.975"
"00:00:01.800","0.964","0.964","-2.974","-2.974"
"00:00:01.810","0.962","0.962","-2.975","-2.975"
"00:00:01.820","0.963","0.963","-2.969","-2.969"
"00:00:01.830","0.964","0.964","-2.973","-2.973"
"00:00:01.840","0.967","0.967","-2.976","-2.976"
"00:00:01.850","0.960","0.960","-2.979","-2.979"
"00:00:01.860","0.964","0.964","-2.974","-2.974"
"00:00:01.870","0.963","0.963","-2.973","-2.973"
"00:00:01.880","0.964","0.964","-2.972","-2.972"
"00:00:01.890","0.963","0.963","-2.972","-2.972"
"00:00:01.900","0.962","0.962","-2.979","-2.979"
"00:00:01.910","0.966","0.966","-2.975","-2.975"
"00:00:01.920","0.964","0.964","-2.976","-2.976"
"00:00:01.930","0.963","0.963","-2.978","-2.978"
"00:00:01.940","0.964","0.964","-2.981","-2.981"
"00:00:01.950","0.962","0.962","-2.978","-2.978"
"00:00:01.960","0.963","0.963","-2.977","-2.977"
"00:00:01.970","0.963","0.963","-2.973","-2.973"
"00:00:01.980","0.964","0.964","-2.974","-2.974"
"00:00:01.990","0.964","0.964","-2.973","-2.973"
"00:00:02.000","0.964","0.964","-2.971","-2.971"
"00:00:02.010","0.962","0.962","-2.978","-2.978"
"00:00:02.020","0.963","0.963","-2.974","-2.974"
"00:00:02.030","0.962","0.962","-2.977","-2.977"
"00:00:02.040","0.964","0.964","-2.974","-2.974"
"00:00:02.050","0.965","0.965","-2.974","-2.974"
"00:00:02.060","0.964","0.964","-2.975","-2.975"
"00:00:02.070","0.962","0.962","-2.972","-2.972"
"00:00:02.080","0.964","0.964","-2.974","-2.974"
"00:00:02.090","0.964","0.964","-2.976","-2.976"
"00:00:02.100","0.963","0.963","-2.978","-2.978"
"00:00:02.110","0.964","0.964","-2.972","-2.972"
"00:00:02.120","0.963","0.963","-2.975","-2.975"
"00:00:02.130","0.963","0.963","-2.975","-2.975"
"00:00:02.140","0.964","0.964","-2.979","-2.979"
"00:00:02.150","0.964","0.964","-2.971","-2.971"
"00:00:02.160","0.962","0.962","-2.979","-2.979"
"00:00:02.170","0.964","0.964","-2.969","-2.969"
"00:00:02.180","0.962","0.962","-2.977","-2.977"
"00:00:02.190","0.964","0.964","-2.977","-2.977"
"00:00:02.200","0.964","0.964","-2.973","-2.973"
"00:00:02.210","0.964","0.964","-2.973","-2.973"
"00:00:02.220","0.964","0.964","-2.975","-2.975"
"00:00:02.230","0.965","0.965","-2.974","-2.974"
"00:00:02.240","0.962","0.962","-2.974","-2.974"
"00:00:02.250","0.965","0.965","-2.977","-2.977"
"00:00:02.260","0.964","0.964","-2.975","-2.975"
"00:00:02.270","0.963","0.963","-2.973","-2.973"
"00:00:02.280","0.963","0.963","-2.972","-2.972"
"00:00:02.290","0.963","0.963","-2.973","-2.973"
"00:00:02.300","0.964","0.964","-2.972","-2.972"
"00:00:02.310","0.966","0.966","-2.972","-2.972"
"00:00:02.320","0.963","0.963","-2.971","-2.971"
"00:00:02.330","0.965","0.965","-2.969","-2.969"
"00:00:02.340","0.964","0.964","-2.977","-2.977"
"00:00:02.350","0.963","0.963","-2.971","-2.971"
"00:00:02.360","0.964","0.964","-2.976","-2.976"
"00:00:02.370","0.963","0.963","-2.976","-2.976"
"00:00:02.380","0.965","0.965","-2.975","-2.975"
"00:00:02.390","0.964","0.964","-2.973","-2.973"
"00:00:02.400","0.964","0.964","-2.975","-2.975"
"00:00:02.410","0.965","0.965","-2.973","-2.973"
"00:00:02.420","0.964","0.964","-2.970","-2.970"
"00:00:02.430","0.962","0.962","-2.976","-2.976"
"00:00:02.440","0.964","0.964","-2.974","-2.974"
"00:00:02.450","0.963","0.963","-2.964","-2.964"
"00:00:02.460","0.961","0.961","-2.977","-2.977"
"00:00:02.470","0.964","0.964","-2.974","-2.974"
"00:00:02.480","0.963","0.963","-2.974","-2.974"
"00:00:02.490","0.963","0.963","-2.977","-2.977"
"00:00:02.500","0.965","0.965","-2.974","-2.974"
"00:00:02.510","0.964","0.964","-2.974","-2.974"
"00:00:02.520","0.964","0.964","-2.979","-2.979"
"00:00:02.530","0.962","0.962","-2.970","-2.970"
"00:00:02.540","0.963","0.963","-2.979","-2.979"
"00:00:02.550","0.962","0.962","-2.975","-2.975"
"00:00:02.560","0.962","0.962","-2.976","-2.976"
"00:00:02.570","0.965","0.965","-2.975","-2.975"
"00:00:02.580","0.962","0.962","-2.980","-2.980"
"00:00:02.590","0.963","0.963","-2.975","-2.975"
"00:00:02.600","0.966","0.966","-2.979","-2.979"
"00:00:02.610","0.962","0.962","-2.979","-2.979"
"00:00:02.620","0.965","0.965","-2.971","-2.971"
"00:00:02.630","0.962","0.962","-2.976","-2.976"
"00:00:02.640","0.964","0.964","-2.979","-2.979"
"00:00:02.650","0.965","0.965","-2.976","-2.976"
"00:00:02.660","0.964","0.964","-2.970","-2.970"
"00:00:02.670","0.965","0.965","-2.975","-2.975"
"00:00:02.680","0.966","0.966","-2.976","-2.976"
"00:00:02.690","0.964","0.964","-2.976","-2.976"
"00:00:02.700","0.964","0.964","-2.974","-2.974"
"00:00:02.710","0.964","0.964","-2.974","-2.974"
"00:00:02.720","0.964","0.964","-2.973","-2.973"
"00:00:02.730","0.964","0.964","-2.981","-2.981"
"00:00:02.740","0.964","0.964","-2.975","-2.975"
"00:00:02.750","0.965","0.965","-2.969","-2.969"
"00:00:02.760","0.964","0.964","-2.985","-2.985"
"00:00:02.770","0.963","0.963","-2.973","-2.973"
"00:00:02.780","0.963","0.963","-2.976","-2.976"
"00:00:02.790","0.962","0.962","-2.977","-2.977"
"00:00:02.800","0.965","0.965","-2.975","-2.975"
"00:00:02.810","0.964","0.964","-2.972","-2.972"
"00:00:02.820","0.964","0.964","-2.979","-2.979"
"00:00:02.830","0.966","0.966","-2.969","-2.969"
"00:00:02.840","0.962","0.962","-2.975","-2.975"
"00:00:02.850","0.964","0.964","-2.971","-2.971"
"00:00:02.860","0.963","0.963","-2.975","-2.975"
"00:00:02.870","0.963","0.963","-2.972","-2.972"
"00:00:02.880","0.965","0.965","-2.976","-2.976"
"00:00:02.890","0.963","0.963","-2.973","-2.973"
"00:00:02.900","0.964","0.964","-2.974","-2.974"
"00:00:02.910","0.963","0.963","-2.973","-2.973"
"00:00:02.920","0.964","0.964","-2.976","-2.976"
"00:00:02.930","0.965","0.965","-2.974","-2.974"
"00:00:02.940","0.962","0.962","-2.975","-2.975"
"00:00:02.950","0.964","0.964","-2.975","-2.975"
"00:00:02.960","0.965","0.965","-2.976","-2.976"
"00:00:02.970","0.963","0.963","-2.980","-2.980"
"00:00:02.980","0.964","0.964","-2.981","-2.981"
"00:00:02.990","0.963","0.963","-2.970","-2.970"
"00:00:03.000","0.966","0.966","-2.978","-2.978"
"00:00:03.010","0.965","0.965","-2.977","-2.977"
"00:00:03.020","0.967","0.967","-2.971","-2.971"
"00:00:03.030","0.965","0.965","-2.980","-2.980"
"00:00:03.040","0.963","0.963","-2.977","-2.977"
"00:00:03.050","0.961","0.961","-2.971","-2.971"
"00:00:03.060","0.963","0.963","-2.975","-2.975"
"00:00:03.070","0.964","0.964","-2.978","-2.978"
"00:00:03.080","0.962","0.962","-2.975","-2.975"
"00:00:03.090","0.965","0.965","-2.971","-2.971"
"00:00:03.100","0.964","0.964","-2.975","-2.975"
"00:00:03.110","0.963","0.963","-2.975","-2.975"
"00:00:03.120","0.963","0.963","-2.973","-2.973"
"00:00:03.130","0.963","0.963","-2.977","-2.977"
"00:00:03.140","0.964","0.964","-2.974","-2.974"
"00:00:03.150","0.961","0.961","-2.980","-2.980"
"00:00:03.160","0.964","0.964","-2.976","-2.976"
"00:00:03.170","0.965","0.965","-2.973","-2.973"
"00:00:03.180","0.964","0.964","-2.980","-2.980"
"00:00:03.190","0.966","0.966","-2.971","-2.971"
"00:00:03.200","0.964","0.964","-2.970","-2.970"
"00:00:03.210","0.963","0.963","-2.980","-2.980"
"00:00:03.220","0.964","0.964","-2.977","-2.977"
"00:00:03.230","0.963","0.963","-2.980","-2.980"
"00:00:03.240","0.964","0.964","-2.973","-2.973"
"00:00:03.250","0.962","0.962","-2.975","-2.975"
"00:00:03.260","0.963","0.963","-2.977","-2.977"
"00:00:03.270","0.964","0.964","-2.970","-2.970"
"00:00:03.280","0.962","0.962","-2.985","-2.985"
"00:00:03.290","0.963","0.963","-2.980","-2.980"
"00:00:03.300","0.964","0.964","-2.974","-2.974"
"00:00:03.310","0.963","0.963","-2.980","-2.980"
"00:00:03.320","0.964","0.964","-2.970","-2.970"
"00:00:03.330","0.964","0.964","-2.979","-2.979"
"00:00:03.340","0.963","0.963","-2.975","-2.975"
"00:00:03.350","0.964","0.964","-2.973","-2.973"
"00:00:03.360","0.965","0.965","-2.979","-2.979"
"00:00:03.370","0.965","0.965","-2.980","-2.980"
"00:00:03.380","0.963","0.963","-2.976","-2.976"
"00:00:03.390","0.963","0.963","-2.972","-2.972"
"00:00:03.400","0.964","0.964","-2.977","-2.977"
"00:00:03.410","0.964","0.964","-2.981","-2.981"
"00:00:03.420","0.964","0.964","-2.977","-2.977"
"00:00:03.430","0.963","0.963","-2.977","-2.977"
"00:00:03.440","0.965","0.965","-2.976","-2.976"
"00:00:03.450","0.963","0.963","-2.980","-2.980"
"00:00:03.460","0.963","0.963","-2.970","-2.970"
"00:00:03.470","0.964","0.964","-2.974","-2.974"
"00:00:03.480","0.963","0.963","-2.976","-2.976"
"00:00:03.490","0.965","0.965","-2.975","-2.975"
"00:00:03.500","0.964","0.964","-2.980","-2.980"
"00:00:03.510","0.964","0.964","-2.971","-2.971"
"00:00:03.520","0.963","0.963","-2.975","-2.975"
"00:00:03.530","0.963","0.963","-2.979","-2.979"
"00:00:03.540","0.964","0.964","-2.975","-2.975"
"00:00:03.550","0.961","0.961","-2.973","-2.973"
"00:00:03.560","0.964","0.964","-2.975","-2.975"
"00:00:03.570","0.964","0.964","-2.973","-2.973"
"00:00:03.580","0.965","0.965","-2.976","-2.976"
"00:00:03.590","0.965","0.965","-2.973","-2.973"
"00:00:03.600","0.963","0.963","-2.976","-2.976"
"00:00:03.610","0.963","0.963","-2.972","-2.972"
"00:00:03.620","0.965","0.965","-2.974","-2.974"
"00:00:03.630","0.964","0.964","-2.976","-2.976"
"00:00:03.640","0.964","0.964","-2.976","-2.976"
"00:00:03.650","0.961","0.961","-2.979","-2.979"
"00:00:03.660","0.962","0.962","-2.981","-2.981"
"00:00:03.670","0.964","0.964","-2.971","-2.971"
"00:00:03.680","0.964","0.964","-2.976","-2.976"
"00:00:03.690","0.964","0.964","-2.980","-2.980"
"00:00:03.700","0.963","0.963","-2.975","-2.975"
"00:00:03.710","0.964","0.964","-2.975","-2.975"
"00:00:03.720","0.964","0.964","-2.973","-2.973"
"00:00:03.730","0.963","0.963","-2.977","-2.977"
"00:00:03.740","0.965","0.965","-2.976","-2.976"
"00:00:03.750","0.965","0.965","-2.976","-2.976"
"00:00:03.760","0.964","0.964","-2.977","-2.977"
"00:00:03.770","0.964","0.964","-2.976","-2.976"
"00:00:03.780","0.961","0.961","-2.976","-2.976"
"00:00:03.790","0.963","0.963","-2.973","-2.973"
"00:00:03.800","0.964","0.964","-2.972","-2.972"
"00:00:03.810","0.964","0.964","-2.977","-2.977"
"00:00:03.820","0.965","0.965","-2.970","-2.970"
"00:00:03.830","0.965","0.965","-2.974","-2.974"
"00:00:03.840","0.964","0.964","-2.971","-2.971"
"00:00:03.850","0.965","0.965","-2.975","-2.975"
"00:00:03.860","0.963","0.963","-2.976","-2.976"
"00:00:03.870","0.963","0.963","-2.973","-2.973"
"00:00:03.880","0.963","0.963","-2.972","-2.972"
"00:00:03.890","0.962","0.962","-2.975","-2.975"
"00:00:03.900","0.965","0.965","-2.974","-2.974"
"00:00:03.910","0.963","0.963","-2.976","-2.976"
"00:00:03.920","0.965","0.965","-2.973","-2.973"
"00:00:03.930","0.964","0.964","-2.976","-2.976"
"00:00:03.940","0.965","0.965","-2.974","-2.974"
"00:00:03.950","0.963","0.963","-2.976","-2.976"
"00:00:03.960","0.962","0.962","-2.983","-2.983"
"00:00:03.970","0.964","0.964","-2.978","-2.978"
"00:00:03.980","0.965","0.965","-2.976","-2.976"
"00:00:03.990","0.962","0.962","-2.975","-2.975"
"00:00:04.000","0.966","0.966","-2.973","-2.973"
"00:00:04.010","0.965","0.965","-2.973","-2.973"
"00:00:04.020","0.964","0.964","-2.982","-2.982"
"00:00:04.030","0.962","0.962","-2.980","-2.980"
"00:00:04.040","0.964","0.964","-2.973","-2.973"
"00:00:04.050","0.964","0.964","-2.978","-2.978"
"00:00:04.060","0.963","0.963","-2.976","-2.976"
"00:00:04.070","0.963","0.963","-2.975","-2.975"
"00:00:04.080","0.964","0.964","-2.963","-2.963"
"00:00:04.090","0.965","0.965","-2.973","-2.973"
"00:00:04.100","0.963","0.963","-2.975","-2.975"
"00:00:04.110","0.963","0.963","-2.974","-2.974"
"00:00:04.120","0.963","0.963","-2.975","-2.975"
"00:00:04.130","0.964","0.964","-2.975","-2.975"
"00:00:04.140","0.964","0.964","-2.983","-2.983"
"00:00:04.150","0.964","0.964","-2.976","-2.976"
"00:00:04.160","0.964","0.964","-2.975","-2.975"
"00:00:04.170","0.965","0.965","-2.975","-2.975"
"00:00:04.180","0.963","0.963","-2.977","-2.977"
"00:00:04.190","0.963","0.963","-2.977","-2.977"
"00:00:04.200","0.964","0.964","-2.975","-2.975"
"00:00:04.210","0.965","0.965","-2.978","-2.978"
"00:00:04.220","0.964","0.964","-2.974","-2.974"
"00:00:04.230","0.962","0.962","-2.975","-2.975"
"00:00:04.240","0.965","0.965","-2.973","-2.973"
"00:00:04.250","0.963","0.963","-2.977","-2.977"
"00:00:04.260","0.965","0.965","-2.978","-2.978"
"00:00:04.270","0.963","0.963","-2.973","-2.973"
"00:00:04.280","0.964","0.964","-2.975","-2.975"
"00:00:04.290","0.962","0.962","-2.977","-2.977"
"00:00:04.300","0.964","0.964","-2.978","-2.978"
"00:00:04.310","0.962","0.962","-2.980","-2.980"
"00:00:04.320","0.964","0.964","-2.975","-2.975"
"00:00:04.330","0.963","0.963","-2.980","-2.980"
"00:00:04.340","0.964","0.964","-2.974","-2.974"
"00:00:04.350","0.965","0.965","-2.978","-2.978"
"00:00:04.360","0.964","0.964","-2.975","-2.975"
"00:00:04.370","0.964","0.964","-2.972","-2.972"
"00:00:04.380","0.965","0.965","-2.975","-2.975"
"00:00:04.390","0.963","0.963","-2.975","-2.975"
"00:00:04.400","0.964","0.964","-2.973","-2.973"
"00:00:04.410","0.963","0.963","-2.967","-2.967"
"00:00:04.420","0.964","0.964","-2.971","-2.971"
"00:00:04.430","0.962","0.962","-2.980","-2.980"
"00:00:04.440","0.964","0.964","-2.971","-2.971"
"00:00:04.450","0.963","0.963","-2.974","-2.974"
"00:00:04.460","0.963","0.963","-2.980","-2.980"
"00:00:04.470","0.965","0.965","-2.975","-2.975"
"00:00:04.480","0.965","0.965","-2.976","-2.976"
"00:00:04.490","0.964","0.964","-2.976","-2.976"
"00:00:04.500","0.962","0.962","-2.977","-2.977"
"00:00:04.510","0.961","0.961","-2.975","-2.975"
"00:00:04.520","0.963","0.963","-2.975","-2.975"
"00:00:04.530","0.962","0.962","-2.976","-2.976"
"00:00:04.540","0.963","0.963","-2.975","-2.975"
"00:00:04.550","0.965","0.965","-2.971","-2.971"
"00:00:04.560","0.964","0.964","-2.978","-2.978"
"00:00:04.570","0.962","0.962","-2.975","-2.975"
"00:00:04.580","0.963","0.963","-2.976","-2.976"
"00:00:04.590","0.963","0.963","-2.990","-2.990"
"00:00:04.600","0.964","0.964","-2.968","-2.968"
"00:00:04.610","0.964","0.964","-2.976","-2.976"
"00:00:04.620","0.963","0.963","-2.978","-2.978"
"00:00:04.630","0.965","0.965","-2.976","-2.976"
"00:00:04.640","0.965","0.965","-2.975","-2.975"
"00:00:04.650","0.965","0.965","-2.978","-2.978"
"00:00:04.660","0.965","0.965","-2.977","-2.977"
"00:00:04.670","0.963","0.963","-2.975","-2.975"
"00:00:04.680","0.964","0.964","-2.975","-2.975"
"00:00:04.690","0.964","0.964","-2.976","-2.976"
"00:00:04.700","0.964","0.964","-2.976","-2.976"
"00:00:04.710","0.963","0.963","-2.974","-2.974"
"00:00:04.720","0.964","0.964","-2.973","-2.973"
"00:00:04.730","0.964","0.964","-2.976","-2.976"
"00:00:04.740","0.965","0.965","-2.975","-2.975"
"00:00:04.750","0.964","0.964","-2.975","-2.975"
"00:00:04.760","0.964","0.964","-2.969","-2.969"
"00:00:04.770","0.962","0.962","-2.979","-2.979"
"00:00:04.780","0.965","0.965","-2.976","-2.976"
"00:00:04.790","0.963","0.963","-2.982","-2.982"
"00:00:04.800","0.964","0.964","-2.971","-2.971"
"00:00:04.810","0.964","0.964","-2.975","-2.975"
"00:00:04.820","0.964","0.964","-2.977","-2.977"
"00:00:04.830","0.964","0.964","-2.982","-2.982"
"00:00:04.840","0.964","0.964","-2.976","-2.976"
"00:00:04.850","0.964","0.964","-2.973","-2.973"
"00:00:04.860","0.964","0.964","-2.975","-2.975"
"00:00:04.870","0.964","0.964","-2.976","-2.976"
"00:00:04.880","0.965","0.965","-2.973","-2.973"
"00:00:04.890","0.962","0.962","-2.974","-2.974"
"00:00:04.900","0.964","0.964","-2.978","-2.978"
"00:00:04.910","0.965","0.965","-2.971","-2.971"
"00:00:04.920","0.964","0.964","-2.976","-2.976"
"00:00:04.930","0.961","0.961","-2.979","-2.979"
"00:00:04.940","0.963","0.963","-2.975","-2.975"
"00:00:04.950","0.963","0.963","-2.978","-2.978"
