"","V_out Last (V)","V_out Ave. (V)","V_Ref Last (V)","V_Ref Ave. (V)"
"00:00:00.000","1.746","1.746","-1.717","-1.717"
"00:00:00.010","1.745","1.745","-1.718","-1.718"
"00:00:00.020","1.743","1.743","-1.713","-1.713"
"00:00:00.030","1.744","1.744","-1.717","-1.717"
"00:00:00.040","1.744","1.744","-1.719","-1.719"
"00:00:00.050","1.745","1.745","-1.715","-1.715"
"00:00:00.060","1.745","1.745","-1.716","-1.716"
"00:00:00.070","1.744","1.744","-1.721","-1.721"
"00:00:00.080","1.745","1.745","-1.723","-1.723"
"00:00:00.090","1.744","1.744","-1.717","-1.717"
"00:00:00.100","1.745","1.745","-1.719","-1.719"
"00:00:00.110","1.745","1.745","-1.717","-1.717"
"00:00:00.120","1.745","1.745","-1.716","-1.716"
"00:00:00.130","1.744","1.744","-1.715","-1.715"
"00:00:00.140","1.745","1.745","-1.716","-1.716"
"00:00:00.150","1.746","1.746","-1.717","-1.717"
"00:00:00.160","1.744","1.744","-1.720","-1.720"
"00:00:00.170","1.747","1.747","-1.722","-1.722"
"00:00:00.180","1.744","1.744","-1.725","-1.725"
"00:00:00.190","1.744","1.744","-1.722","-1.722"
"00:00:00.200","1.746","1.746","-1.718","-1.718"
"00:00:00.210","1.746","1.746","-1.717","-1.717"
"00:00:00.220","1.745","1.745","-1.719","-1.719"
"00:00:00.230","1.744","1.744","-1.717","-1.717"
"00:00:00.240","1.743","1.743","-1.715","-1.715"
"00:00:00.250","1.742","1.742","-1.715","-1.715"
"00:00:00.260","1.743","1.743","-1.723","-1.723"
"00:00:00.270","1.744","1.744","-1.720","-1.720"
"00:00:00.280","1.744","1.744","-1.716","-1.716"
"00:00:00.290","1.746","1.746","-1.711","-1.711"
"00:00:00.300","1.743","1.743","-1.718","-1.718"
"00:00:00.310","1.743","1.743","-1.719","-1.719"
"00:00:00.320","1.746","1.746","-1.716","-1.716"
"00:00:00.330","1.743","1.743","-1.717","-1.717"
"00:00:00.340","1.744","1.744","-1.717","-1.717"
"00:00:00.350","1.745","1.745","-1.717","-1.717"
"00:00:00.360","1.744","1.744","-1.721","-1.721"
"00:00:00.370","1.745","1.745","-1.717","-1.717"
"00:00:00.380","1.744","1.744","-1.718","-1.718"
"00:00:00.390","1.745","1.745","-1.720","-1.720"
"00:00:00.400","1.744","1.744","-1.715","-1.715"
"00:00:00.410","1.744","1.744","-1.717","-1.717"
"00:00:00.420","1.744","1.744","-1.719","-1.719"
"00:00:00.430","1.743","1.743","-1.716","-1.716"
"00:00:00.440","1.745","1.745","-1.719","-1.719"
"00:00:00.450","1.745","1.745","-1.717","-1.717"
"00:00:00.460","1.744","1.744","-1.719","-1.719"
"00:00:00.470","1.744","1.744","-1.723","-1.723"
"00:00:00.480","1.744","1.744","-1.718","-1.718"
"00:00:00.490","1.744","1.744","-1.721","-1.721"
"00:00:00.500","1.746","1.746","-1.718","-1.718"
"00:00:00.510","1.743","1.743","-1.717","-1.717"
"00:00:00.520","1.743","1.743","-1.717","-1.717"
"00:00:00.530","1.742","1.742","-1.718","-1.718"
"00:00:00.540","1.744","1.744","-1.720","-1.720"
"00:00:00.550","1.744","1.744","-1.724","-1.724"
"00:00:00.560","1.745","1.745","-1.716","-1.716"
"00:00:00.570","1.744","1.744","-1.717","-1.717"
"00:00:00.580","1.744","1.744","-1.718","-1.718"
"00:00:00.590","1.743","1.743","-1.719","-1.719"
"00:00:00.600","1.744","1.744","-1.718","-1.718"
"00:00:00.610","1.742","1.742","-1.716","-1.716"
"00:00:00.620","1.746","1.746","-1.723","-1.723"
"00:00:00.630","1.745","1.745","-1.716","-1.716"
"00:00:00.640","1.746","1.746","-1.718","-1.718"
"00:00:00.650","1.743","1.743","-1.717","-1.717"
"00:00:00.660","1.747","1.747","-1.717","-1.717"
"00:00:00.670","1.746","1.746","-1.719","-1.719"
"00:00:00.680","1.743","1.743","-1.717","-1.717"
"00:00:00.690","1.745","1.745","-1.719","-1.719"
"00:00:00.700","1.746","1.746","-1.716","-1.716"
"00:00:00.710","1.744","1.744","-1.717","-1.717"
"00:00:00.720","1.744","1.744","-1.718","-1.718"
"00:00:00.730","1.745","1.745","-1.717","-1.717"
"00:00:00.740","1.746","1.746","-1.714","-1.714"
"00:00:00.750","1.745","1.745","-1.717","-1.717"
"00:00:00.760","1.744","1.744","-1.721","-1.721"
"00:00:00.770","1.744","1.744","-1.717","-1.717"
"00:00:00.780","1.745","1.745","-1.717","-1.717"
"00:00:00.790","1.745","1.745","-1.721","-1.721"
"00:00:00.800","1.745","1.745","-1.714","-1.714"
"00:00:00.810","1.745","1.745","-1.717","-1.717"
"00:00:00.820","1.745","1.745","-1.716","-1.716"
"00:00:00.830","1.743","1.743","-1.716","-1.716"
"00:00:00.840","1.745","1.745","-1.719","-1.719"
"00:00:00.850","1.746","1.746","-1.719","-1.719"
"00:00:00.860","1.745","1.745","-1.717","-1.717"
"00:00:00.870","1.744","1.744","-1.713","-1.713"
"00:00:00.880","1.744","1.744","-1.720","-1.720"
"00:00:00.890","1.744","1.744","-1.719","-1.719"
"00:00:00.900","1.745","1.745","-1.719","-1.719"
"00:00:00.910","1.745","1.745","-1.722","-1.722"
"00:00:00.920","1.745","1.745","-1.716","-1.716"
"00:00:00.930","1.745","1.745","-1.720","-1.720"
"00:00:00.940","1.745","1.745","-1.720","-1.720"
"00:00:00.950","1.744","1.744","-1.721","-1.721"
"00:00:00.960","1.744","1.744","-1.718","-1.718"
"00:00:00.970","1.744","1.744","-1.718","-1.718"
"00:00:00.980","1.747","1.747","-1.714","-1.714"
"00:00:00.990","1.744","1.744","-1.715","-1.715"
"00:00:01.000","1.745","1.745","-1.716","-1.716"
"00:00:01.010","1.745","1.745","-1.721","-1.721"
"00:00:01.020","1.744","1.744","-1.712","-1.712"
"00:00:01.030","1.744","1.744","-1.716","-1.716"
"00:00:01.040","1.745","1.745","-1.712","-1.712"
"00:00:01.050","1.746","1.746","-1.713","-1.713"
"00:00:01.060","1.746","1.746","-1.719","-1.719"
"00:00:01.070","1.746","1.746","-1.715","-1.715"
"00:00:01.080","1.745","1.745","-1.718","-1.718"
"00:00:01.090","1.746","1.746","-1.720","-1.720"
"00:00:01.100","1.745","1.745","-1.718","-1.718"
"00:00:01.110","1.745","1.745","-1.718","-1.718"
"00:00:01.120","1.746","1.746","-1.719","-1.719"
"00:00:01.130","1.745","1.745","-1.722","-1.722"
"00:00:01.140","1.744","1.744","-1.713","-1.713"
"00:00:01.150","1.744","1.744","-1.720","-1.720"
"00:00:01.160","1.746","1.746","-1.718","-1.718"
"00:00:01.170","1.744","1.744","-1.717","-1.717"
"00:00:01.180","1.745","1.745","-1.721","-1.721"
"00:00:01.190","1.743","1.743","-1.717","-1.717"
"00:00:01.200","1.745","1.745","-1.718","-1.718"
"00:00:01.210","1.744","1.744","-1.719","-1.719"
"00:00:01.220","1.745","1.745","-1.716","-1.716"
"00:00:01.230","1.744","1.744","-1.717","-1.717"
"00:00:01.240","1.743","1.743","-1.718","-1.718"
"00:00:01.250","1.745","1.745","-1.715","-1.715"
"00:00:01.260","1.743","1.743","-1.721","-1.721"
"00:00:01.270","1.746","1.746","-1.716","-1.716"
"00:00:01.280","1.745","1.745","-1.719","-1.719"
"00:00:01.290","1.746","1.746","-1.714","-1.714"
"00:00:01.300","1.745","1.745","-1.718","-1.718"
"00:00:01.310","1.744","1.744","-1.721","-1.721"
"00:00:01.320","1.745","1.745","-1.714","-1.714"
"00:00:01.330","1.744","1.744","-1.722","-1.722"
"00:00:01.340","1.744","1.744","-1.716","-1.716"
"00:00:01.350","1.743","1.743","-1.719","-1.719"
"00:00:01.360","1.745","1.745","-1.719","-1.719"
"00:00:01.370","1.745","1.745","-1.719","-1.719"
"00:00:01.380","1.745","1.745","-1.716","-1.716"
"00:00:01.390","1.747","1.747","-1.715","-1.715"
"00:00:01.400","1.744","1.744","-1.719","-1.719"
"00:00:01.410","1.743","1.743","-1.721","-1.721"
"00:00:01.420","1.740","1.740","-1.704","-1.704"
"00:00:01.430","1.744","1.744","-1.718","-1.718"
"00:00:01.440","1.744","1.744","-1.717","-1.717"
"00:00:01.450","1.746","1.746","-1.712","-1.712"
"00:00:01.460","1.745","1.745","-1.710","-1.710"
"00:00:01.470","1.744","1.744","-1.718","-1.718"
"00:00:01.480","1.745","1.745","-1.718","-1.718"
"00:00:01.490","1.746","1.746","-1.717","-1.717"
"00:00:01.500","1.744","1.744","-1.713","-1.713"
"00:00:01.510","1.745","1.745","-1.716","-1.716"
"00:00:01.520","1.743","1.743","-1.719","-1.719"
"00:00:01.530","1.744","1.744","-1.718","-1.718"
"00:00:01.540","1.743","1.743","-1.720","-1.720"
"00:00:01.550","1.745","1.745","-1.716","-1.716"
"00:00:01.560","1.745","1.745","-1.720","-1.720"
"00:00:01.570","1.745","1.745","-1.716","-1.716"
"00:00:01.580","1.746","1.746","-1.718","-1.718"
"00:00:01.590","1.744","1.744","-1.719","-1.719"
"00:00:01.600","1.744","1.744","-1.720","-1.720"
"00:00:01.610","1.744","1.744","-1.715","-1.715"
"00:00:01.620","1.746","1.746","-1.718","-1.718"
"00:00:01.630","1.746","1.746","-1.717","-1.717"
"00:00:01.640","1.744","1.744","-1.712","-1.712"
"00:00:01.650","1.744","1.744","-1.720","-1.720"
"00:00:01.660","1.743","1.743","-1.719","-1.719"
"00:00:01.670","1.746","1.746","-1.717","-1.717"
"00:00:01.680","1.743","1.743","-1.723","-1.723"
"00:00:01.690","1.744","1.744","-1.715","-1.715"
"00:00:01.700","1.744","1.744","-1.715","-1.715"
"00:00:01.710","1.744","1.744","-1.718","-1.718"
"00:00:01.720","1.746","1.746","-1.723","-1.723"
"00:00:01.730","1.747","1.747","-1.717","-1.717"
"00:00:01.740","1.746","1.746","-1.715","-1.715"
"00:00:01.750","1.744","1.744","-1.720","-1.720"
"00:00:01.760","1.744","1.744","-1.714","-1.714"
"00:00:01.770","1.745","1.745","-1.717","-1.717"
"00:00:01.780","1.746","1.746","-1.716","-1.716"
"00:00:01.790","1.743","1.743","-1.717","-1.717"
"00:00:01.800","1.746","1.746","-1.716","-1.716"
"00:00:01.810","1.746","1.746","-1.720","-1.720"
"00:00:01.820","1.744","1.744","-1.716","-1.716"
"00:00:01.830","1.745","1.745","-1.716","-1.716"
"00:00:01.840","1.744","1.744","-1.718","-1.718"
"00:00:01.850","1.746","1.746","-1.712","-1.712"
"00:00:01.860","1.747","1.747","-1.721","-1.721"
"00:00:01.870","1.744","1.744","-1.717","-1.717"
"00:00:01.880","1.745","1.745","-1.721","-1.721"
"00:00:01.890","1.744","1.744","-1.720","-1.720"
"00:00:01.900","1.744","1.744","-1.719","-1.719"
"00:00:01.910","1.744","1.744","-1.723","-1.723"
"00:00:01.920","1.746","1.746","-1.715","-1.715"
"00:00:01.930","1.745","1.745","-1.719","-1.719"
"00:00:01.940","1.746","1.746","-1.717","-1.717"
"00:00:01.950","1.744","1.744","-1.719","-1.719"
"00:00:01.960","1.743","1.743","-1.718","-1.718"
"00:00:01.970","1.743","1.743","-1.727","-1.727"
"00:00:01.980","1.745","1.745","-1.717","-1.717"
"00:00:01.990","1.743","1.743","-1.717","-1.717"
"00:00:02.000","1.744","1.744","-1.717","-1.717"
"00:00:02.010","1.745","1.745","-1.721","-1.721"
"00:00:02.020","1.745","1.745","-1.717","-1.717"
"00:00:02.030","1.746","1.746","-1.716","-1.716"
"00:00:02.040","1.745","1.745","-1.719","-1.719"
"00:00:02.050","1.745","1.745","-1.717","-1.717"
"00:00:02.060","1.745","1.745","-1.714","-1.714"
"00:00:02.070","1.744","1.744","-1.718","-1.718"
"00:00:02.080","1.745","1.745","-1.718","-1.718"
"00:00:02.090","1.745","1.745","-1.718","-1.718"
"00:00:02.100","1.746","1.746","-1.719","-1.719"
"00:00:02.110","1.745","1.745","-1.720","-1.720"
"00:00:02.120","1.744","1.744","-1.715","-1.715"
"00:00:02.130","1.745","1.745","-1.717","-1.717"
"00:00:02.140","1.747","1.747","-1.720","-1.720"
"00:00:02.150","1.745","1.745","-1.716","-1.716"
"00:00:02.160","1.744","1.744","-1.716","-1.716"
"00:00:02.170","1.744","1.744","-1.720","-1.720"
"00:00:02.180","1.744","1.744","-1.719","-1.719"
"00:00:02.190","1.745","1.745","-1.720","-1.720"
"00:00:02.200","1.744","1.744","-1.714","-1.714"
"00:00:02.210","1.745","1.745","-1.718","-1.718"
"00:00:02.220","1.746","1.746","-1.717","-1.717"
"00:00:02.230","1.744","1.744","-1.714","-1.714"
"00:00:02.240","1.746","1.746","-1.719","-1.719"
"00:00:02.250","1.744","1.744","-1.715","-1.715"
"00:00:02.260","1.743","1.743","-1.720","-1.720"
"00:00:02.270","1.746","1.746","-1.720","-1.720"
"00:00:02.280","1.744","1.744","-1.717","-1.717"
"00:00:02.290","1.746","1.746","-1.719","-1.719"
"00:00:02.300","1.743","1.743","-1.718","-1.718"
"00:00:02.310","1.744","1.744","-1.719","-1.719"
"00:00:02.320","1.744","1.744","-1.716","-1.716"
"00:00:02.330","1.745","1.745","-1.711","-1.711"
"00:00:02.340","1.745","1.745","-1.718","-1.718"
"00:00:02.350","1.743","1.743","-1.716","-1.716"
"00:00:02.360","1.746","1.746","-1.715","-1.715"
"00:00:02.370","1.746","1.746","-1.717","-1.717"
"00:00:02.380","1.744","1.744","-1.717","-1.717"
"00:00:02.390","1.745","1.745","-1.721","-1.721"
"00:00:02.400","1.744","1.744","-1.717","-1.717"
"00:00:02.410","1.745","1.745","-1.708","-1.708"
"00:00:02.420","1.745","1.745","-1.720","-1.720"
"00:00:02.430","1.743","1.743","-1.718","-1.718"
"00:00:02.440","1.745","1.745","-1.723","-1.723"
"00:00:02.450","1.744","1.744","-1.717","-1.717"
"00:00:02.460","1.745","1.745","-1.717","-1.717"
"00:00:02.470","1.746","1.746","-1.718","-1.718"
"00:00:02.480","1.747","1.747","-1.717","-1.717"
"00:00:02.490","1.744","1.744","-1.718","-1.718"
"00:00:02.500","1.743","1.743","-1.720","-1.720"
"00:00:02.510","1.744","1.744","-1.724","-1.724"
"00:00:02.520","1.743","1.743","-1.717","-1.717"
"00:00:02.530","1.745","1.745","-1.712","-1.712"
"00:00:02.540","1.747","1.747","-1.718","-1.718"
"00:00:02.550","1.745","1.745","-1.719","-1.719"
"00:00:02.560","1.745","1.745","-1.715","-1.715"
"00:00:02.570","1.743","1.743","-1.718","-1.718"
"00:00:02.580","1.744","1.744","-1.716","-1.716"
"00:00:02.590","1.744","1.744","-1.717","-1.717"
"00:00:02.600","1.745","1.745","-1.714","-1.714"
"00:00:02.610","1.744","1.744","-1.720","-1.720"
"00:00:02.620","1.744","1.744","-1.717","-1.717"
"00:00:02.630","1.745","1.745","-1.713","-1.713"
"00:00:02.640","1.746","1.746","-1.719","-1.719"
"00:00:02.650","1.744","1.744","-1.718","-1.718"
"00:00:02.660","1.746","1.746","-1.722","-1.722"
"00:00:02.670","1.745","1.745","-1.719","-1.719"
"00:00:02.680","1.743","1.743","-1.717","-1.717"
"00:00:02.690","1.745","1.745","-1.715","-1.715"
"00:00:02.700","1.744","1.744","-1.717","-1.717"
"00:00:02.710","1.745","1.745","-1.720","-1.720"
"00:00:02.720","1.744","1.744","-1.719","-1.719"
"00:00:02.730","1.744","1.744","-1.718","-1.718"
"00:00:02.740","1.744","1.744","-1.715","-1.715"
"00:00:02.750","1.747","1.747","-1.711","-1.711"
"00:00:02.760","1.745","1.745","-1.717","-1.717"
"00:00:02.770","1.744","1.744","-1.717","-1.717"
"00:00:02.780","1.746","1.746","-1.715","-1.715"
"00:00:02.790","1.745","1.745","-1.716","-1.716"
"00:00:02.800","1.745","1.745","-1.717","-1.717"
"00:00:02.810","1.744","1.744","-1.722","-1.722"
"00:00:02.820","1.746","1.746","-1.718","-1.718"
"00:00:02.830","1.745","1.745","-1.719","-1.719"
"00:00:02.840","1.744","1.744","-1.717","-1.717"
"00:00:02.850","1.745","1.745","-1.713","-1.713"
"00:00:02.860","1.744","1.744","-1.716","-1.716"
"00:00:02.870","1.746","1.746","-1.714","-1.714"
"00:00:02.880","1.744","1.744","-1.718","-1.718"
"00:00:02.890","1.744","1.744","-1.718","-1.718"
"00:00:02.900","1.745","1.745","-1.719","-1.719"
"00:00:02.910","1.744","1.744","-1.714","-1.714"
"00:00:02.920","1.743","1.743","-1.724","-1.724"
"00:00:02.930","1.743","1.743","-1.716","-1.716"
"00:00:02.940","1.743","1.743","-1.720","-1.720"
"00:00:02.950","1.745","1.745","-1.720","-1.720"
"00:00:02.960","1.743","1.743","-1.716","-1.716"
"00:00:02.970","1.744","1.744","-1.716","-1.716"
"00:00:02.980","1.746","1.746","-1.723","-1.723"
"00:00:02.990","1.746","1.746","-1.717","-1.717"
"00:00:03.000","1.745","1.745","-1.718","-1.718"
"00:00:03.010","1.745","1.745","-1.718","-1.718"
"00:00:03.020","1.745","1.745","-1.717","-1.717"
"00:00:03.030","1.745","1.745","-1.726","-1.726"
"00:00:03.040","1.743","1.743","-1.721","-1.721"
"00:00:03.050","1.744","1.744","-1.716","-1.716"
"00:00:03.060","1.742","1.742","-1.721","-1.721"
"00:00:03.070","1.746","1.746","-1.727","-1.727"
"00:00:03.080","1.742","1.742","-1.716","-1.716"
"00:00:03.090","1.744","1.744","-1.718","-1.718"
"00:00:03.100","1.744","1.744","-1.719","-1.719"
"00:00:03.110","1.745","1.745","-1.716","-1.716"
"00:00:03.120","1.745","1.745","-1.713","-1.713"
"00:00:03.130","1.745","1.745","-1.721","-1.721"
"00:00:03.140","1.745","1.745","-1.719","-1.719"
"00:00:03.150","1.744","1.744","-1.716","-1.716"
"00:00:03.160","1.744","1.744","-1.717","-1.717"
"00:00:03.170","1.744","1.744","-1.716","-1.716"
"00:00:03.180","1.744","1.744","-1.713","-1.713"
"00:00:03.190","1.745","1.745","-1.712","-1.712"
"00:00:03.200","1.744","1.744","-1.716","-1.716"
"00:00:03.210","1.746","1.746","-1.717","-1.717"
"00:00:03.220","1.745","1.745","-1.720","-1.720"
"00:00:03.230","1.745","1.745","-1.718","-1.718"
"00:00:03.240","1.745","1.745","-1.716","-1.716"
"00:00:03.250","1.743","1.743","-1.717","-1.717"
"00:00:03.260","1.746","1.746","-1.715","-1.715"
"00:00:03.270","1.744","1.744","-1.716","-1.716"
"00:00:03.280","1.745","1.745","-1.720","-1.720"
"00:00:03.290","1.745","1.745","-1.718","-1.718"
"00:00:03.300","1.744","1.744","-1.718","-1.718"
"00:00:03.310","1.745","1.745","-1.717","-1.717"
"00:00:03.320","1.746","1.746","-1.717","-1.717"
"00:00:03.330","1.744","1.744","-1.716","-1.716"
"00:00:03.340","1.741","1.741","-1.736","-1.736"
"00:00:03.350","1.744","1.744","-1.719","-1.719"
"00:00:03.360","1.743","1.743","-1.718","-1.718"
"00:00:03.370","1.743","1.743","-1.717","-1.717"
"00:00:03.380","1.744","1.744","-1.712","-1.712"
"00:00:03.390","1.744","1.744","-1.718","-1.718"
"00:00:03.400","1.743","1.743","-1.714","-1.714"
"00:00:03.410","1.744","1.744","-1.723","-1.723"
"00:00:03.420","1.750","1.750","-1.711","-1.711"
"00:00:03.430","1.745","1.745","-1.715","-1.715"
"00:00:03.440","1.744","1.744","-1.722","-1.722"
"00:00:03.450","1.744","1.744","-1.719","-1.719"
"00:00:03.460","1.746","1.746","-1.715","-1.715"
"00:00:03.470","1.746","1.746","-1.713","-1.713"
"00:00:03.480","1.743","1.743","-1.718","-1.718"
"00:00:03.490","1.745","1.745","-1.715","-1.715"
"00:00:03.500","1.744","1.744","-1.719","-1.719"
"00:00:03.510","1.744","1.744","-1.717","-1.717"
"00:00:03.520","1.744","1.744","-1.717","-1.717"
"00:00:03.530","1.745","1.745","-1.718","-1.718"
"00:00:03.540","1.744","1.744","-1.719","-1.719"
"00:00:03.550","1.745","1.745","-1.719","-1.719"
"00:00:03.560","1.744","1.744","-1.719","-1.719"
"00:00:03.570","1.742","1.742","-1.717","-1.717"
"00:00:03.580","1.746","1.746","-1.718","-1.718"
"00:00:03.590","1.744","1.744","-1.717","-1.717"
"00:00:03.600","1.744","1.744","-1.716","-1.716"
"00:00:03.610","1.743","1.743","-1.718","-1.718"
"00:00:03.620","1.744","1.744","-1.719","-1.719"
"00:00:03.630","1.745","1.745","-1.717","-1.717"
"00:00:03.640","1.745","1.745","-1.717","-1.717"
"00:00:03.650","1.745","1.745","-1.710","-1.710"
"00:00:03.660","1.744","1.744","-1.720","-1.720"
"00:00:03.670","1.745","1.745","-1.716","-1.716"
"00:00:03.680","1.743","1.743","-1.716","-1.716"
"00:00:03.690","1.744","1.744","-1.719","-1.719"
"00:00:03.700","1.743","1.743","-1.716","-1.716"
"00:00:03.710","1.744","1.744","-1.718","-1.718"
"00:00:03.720","1.744","1.744","-1.717","-1.717"
"00:00:03.730","1.744","1.744","-1.718","-1.718"
"00:00:03.740","1.744","1.744","-1.714","-1.714"
"00:00:03.750","1.745","1.745","-1.720","-1.720"
"00:00:03.760","1.744","1.744","-1.713","-1.713"
"00:00:03.770","1.744","1.744","-1.712","-1.712"
"00:00:03.780","1.744","1.744","-1.711","-1.711"
"00:00:03.790","1.744","1.744","-1.717","-1.717"
"00:00:03.800","1.745","1.745","-1.717","-1.717"
"00:00:03.810","1.744","1.744","-1.716","-1.716"
"00:00:03.820","1.745","1.745","-1.717","-1.717"
"00:00:03.830","1.745","1.745","-1.719","-1.719"
"00:00:03.840","1.743","1.743","-1.721","-1.721"
"00:00:03.850","1.741","1.741","-1.713","-1.713"
"00:00:03.860","1.743","1.743","-1.717","-1.717"
"00:00:03.870","1.743","1.743","-1.719","-1.719"
"00:00:03.880","1.744","1.744","-1.719","-1.719"
"00:00:03.890","1.743","1.743","-1.717","-1.717"
"00:00:03.900","1.746","1.746","-1.716","-1.716"
"00:00:03.910","1.745","1.745","-1.711","-1.711"
"00:00:03.920","1.743","1.743","-1.718","-1.718"
"00:00:03.930","1.746","1.746","-1.721","-1.721"
"00:00:03.940","1.745","1.745","-1.716","-1.716"
"00:00:03.950","1.743","1.743","-1.716","-1.716"
"00:00:03.960","1.744","1.744","-1.715","-1.715"
"00:00:03.970","1.743","1.743","-1.720","-1.720"
"00:00:03.980","1.744","1.744","-1.715","-1.715"
"00:00:03.990","1.744","1.744","-1.713","-1.713"
"00:00:04.000","1.744","1.744","-1.716","-1.716"
"00:00:04.010","1.746","1.746","-1.715","-1.715"
"00:00:04.020","1.745","1.745","-1.715","-1.715"
"00:00:04.030","1.745","1.745","-1.716","-1.716"
"00:00:04.040","1.745","1.745","-1.716","-1.716"
"00:00:04.050","1.747","1.747","-1.717","-1.717"
"00:00:04.060","1.746","1.746","-1.716","-1.716"
"00:00:04.070","1.745","1.745","-1.714","-1.714"
"00:00:04.080","1.743","1.743","-1.716","-1.716"
"00:00:04.090","1.744","1.744","-1.715","-1.715"
"00:00:04.100","1.744","1.744","-1.716","-1.716"
"00:00:04.110","1.746","1.746","-1.714","-1.714"
"00:00:04.120","1.744","1.744","-1.718","-1.718"
"00:00:04.130","1.743","1.743","-1.717","-1.717"
"00:00:04.140","1.745","1.745","-1.717","-1.717"
"00:00:04.150","1.745","1.745","-1.718","-1.718"
"00:00:04.160","1.744","1.744","-1.718","-1.718"
"00:00:04.170","1.744","1.744","-1.717","-1.717"
"00:00:04.180","1.744","1.744","-1.723","-1.723"
"00:00:04.190","1.745","1.745","-1.716","-1.716"
"00:00:04.200","1.744","1.744","-1.719","-1.719"
"00:00:04.210","1.744","1.744","-1.716","-1.716"
"00:00:04.220","1.743","1.743","-1.716","-1.716"
"00:00:04.230","1.745","1.745","-1.718","-1.718"
"00:00:04.240","1.744","1.744","-1.718","-1.718"
"00:00:04.250","1.745","1.745","-1.711","-1.711"
"00:00:04.260","1.745","1.745","-1.719","-1.719"
"00:00:04.270","1.746","1.746","-1.721","-1.721"
"00:00:04.280","1.746","1.746","-1.718","-1.718"
"00:00:04.290","1.744","1.744","-1.720","-1.720"
"00:00:04.300","1.743","1.743","-1.715","-1.715"
"00:00:04.310","1.745","1.745","-1.710","-1.710"
"00:00:04.320","1.745","1.745","-1.718","-1.718"
"00:00:04.330","1.743","1.743","-1.724","-1.724"
"00:00:04.340","1.743","1.743","-1.718","-1.718"
"00:00:04.350","1.746","1.746","-1.717","-1.717"
"00:00:04.360","1.744","1.744","-1.722","-1.722"
"00:00:04.370","1.744","1.744","-1.720","-1.720"
"00:00:04.380","1.746","1.746","-1.718","-1.718"
"00:00:04.390","1.746","1.746","-1.722","-1.722"
"00:00:04.400","1.745","1.745","-1.718","-1.718"
"00:00:04.410","1.745","1.745","-1.717","-1.717"
"00:00:04.420","1.745","1.745","-1.709","-1.709"
"00:00:04.430","1.745","1.745","-1.718","-1.718"
"00:00:04.440","1.744","1.744","-1.718","-1.718"
"00:00:04.450","1.744","1.744","-1.719","-1.719"
"00:00:04.460","1.745","1.745","-1.719","-1.719"
"00:00:04.470","1.744","1.744","-1.718","-1.718"
"00:00:04.480","1.746","1.746","-1.719","-1.719"
"00:00:04.490","1.745","1.745","-1.717","-1.717"
"00:00:04.500","1.743","1.743","-1.719","-1.719"
"00:00:04.510","1.744","1.744","-1.717","-1.717"
"00:00:04.520","1.746","1.746","-1.717","-1.717"
"00:00:04.530","1.746","1.746","-1.716","-1.716"
"00:00:04.540","1.743","1.743","-1.719","-1.719"
"00:00:04.550","1.747","1.747","-1.713","-1.713"
"00:00:04.560","1.746","1.746","-1.710","-1.710"
"00:00:04.570","1.744","1.744","-1.716","-1.716"
"00:00:04.580","1.745","1.745","-1.723","-1.723"
"00:00:04.590","1.745","1.745","-1.715","-1.715"
"00:00:04.600","1.746","1.746","-1.719","-1.719"
"00:00:04.610","1.745","1.745","-1.718","-1.718"
"00:00:04.620","1.745","1.745","-1.721","-1.721"
"00:00:04.630","1.747","1.747","-1.716","-1.716"
"00:00:04.640","1.746","1.746","-1.716","-1.716"
"00:00:04.650","1.745","1.745","-1.723","-1.723"
"00:00:04.660","1.744","1.744","-1.714","-1.714"
"00:00:04.670","1.746","1.746","-1.716","-1.716"
"00:00:04.680","1.745","1.745","-1.716","-1.716"
"00:00:04.690","1.744","1.744","-1.717","-1.717"
"00:00:04.700","1.744","1.744","-1.717","-1.717"
"00:00:04.710","1.745","1.745","-1.719","-1.719"
"00:00:04.720","1.745","1.745","-1.716","-1.716"
"00:00:04.730","1.744","1.744","-1.719","-1.719"
"00:00:04.740","1.745","1.745","-1.717","-1.717"
"00:00:04.750","1.743","1.743","-1.719","-1.719"
"00:00:04.760","1.744","1.744","-1.715","-1.715"
"00:00:04.770","1.745","1.745","-1.714","-1.714"
"00:00:04.780","1.745","1.745","-1.720","-1.720"
"00:00:04.790","1.745","1.745","-1.720","-1.720"
"00:00:04.800","1.744","1.744","-1.717","-1.717"
"00:00:04.810","1.746","1.746","-1.720","-1.720"
"00:00:04.820","1.745","1.745","-1.715","-1.715"
"00:00:04.830","1.746","1.746","-1.717","-1.717"
"00:00:04.840","1.745","1.745","-1.716","-1.716"
"00:00:04.850","1.745","1.745","-1.720","-1.720"
"00:00:04.860","1.743","1.743","-1.717","-1.717"
"00:00:04.870","1.745","1.745","-1.718","-1.718"
"00:00:04.880","1.746","1.746","-1.723","-1.723"
"00:00:04.890","1.744","1.744","-1.723","-1.723"
"00:00:04.900","1.745","1.745","-1.716","-1.716"
"00:00:04.910","1.746","1.746","-1.722","-1.722"
"00:00:04.920","1.744","1.744","-1.713","-1.713"
"00:00:04.930","1.746","1.746","-1.712","-1.712"
"00:00:04.940","1.745","1.745","-1.715","-1.715"
"00:00:04.950","1.745","1.745","-1.716","-1.716"
"00:00:04.960","1.744","1.744","-1.726","-1.726"
"00:00:04.970","1.744","1.744","-1.716","-1.716"
